# BLASTN 2.12.0+
# Query: MDDBOTU000001
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000001	SH1212606.08FU_MG797999_reps	93.878	2.19e-103	245	98
MDDBOTU000001	SH1212593.08FU_EF560673_refs	93.522	3.67e-101	247	98
MDDBOTU000001	SH1152822.08FU_AY097042_refs	93.061	6.14e-99	245	98
MDDBOTU000001	SH1152826.08FU_EU711613_refs	93.117	6.14e-99	247	96
MDDBOTU000001	SH1152841.08FU_AB922925_reps	92.713	2.86e-97	247	98
MDDBOTU000001	SH1212826.08FU_DQ377387_reps	91.903	6.18e-94	247	98
MDDBOTU000001	SH1152867.08FU_MF741705_reps	91.837	6.18e-94	245	98
MDDBOTU000001	SH1152850.08FU_UDB0766964_reps	91.093	3.72e-91	247	98
MDDBOTU000001	SH1226206.08FU_EU644701_refs	91.020	4.81e-90	245	98
MDDBOTU000001	SH1212609.08FU_UDB0766847_reps	91.057	1.73e-89	246	97
# BLASTN 2.12.0+
# Query: MDDBOTU000002
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000002	SH1226587.08FU_MG835429_reps	100.000	1.27e-130	250	100
MDDBOTU000002	SH1226600.08FU_MN263013_reps	98.000	2.76e-122	250	100
MDDBOTU000002	SH1226634.08FU_MH211663_reps	97.200	5.97e-119	250	100
MDDBOTU000002	SH1226686.08FU_UDB0760594_reps	97.200	2.15e-118	250	100
MDDBOTU000002	SH1226625.08FU_JF908688_reps	95.238	3.62e-111	252	100
MDDBOTU000002	SH1226612.08FU_KM373269_reps	95.238	3.62e-111	252	100
MDDBOTU000002	SH1226621.08FU_AB922962_reps	94.821	6.05e-109	251	100
MDDBOTU000002	SH1226598.08FU_KF412384_reps	94.422	2.82e-107	251	100
MDDBOTU000002	SH1226640.08FU_AB922945_reps	94.422	2.82e-107	251	100
MDDBOTU000002	SH1226602.08FU_AF350065_reps	94.048	3.64e-106	252	100
# BLASTN 2.12.0+
# Query: MDDBOTU000003
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000003	SH1215740.08FU_KF981440_refs	99.200	2.74e-127	250	100
MDDBOTU000003	SH1215875.08FU_KX690135_reps	97.619	3.57e-121	252	100
MDDBOTU000003	SH1215755.08FU_KP204017_refs	98.367	1.28e-120	245	98
MDDBOTU000003	SH1215738.08FU_HM365253_refs	98.367	1.28e-120	245	98
MDDBOTU000003	SH1215772.08FU_MH428676_reps	97.222	1.66e-119	252	100
MDDBOTU000003	SH1215741.08FU_AB625592_refs	97.222	5.97e-119	252	100
MDDBOTU000003	SH1215804.08FU_FJ867939_reps	96.850	2.15e-118	254	100
MDDBOTU000003	SH1215779.08FU_UDB0122298_reps	96.825	7.72e-118	252	100
MDDBOTU000003	SH1215813.08FU_MG250467_reps	96.457	9.99e-117	254	100
MDDBOTU000003	SH1215818.08FU_KU746672_reps	96.813	9.99e-117	251	99
# BLASTN 2.12.0+
# Query: MDDBOTU000004
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000004	SH1156106.08FU_KU597342_reps	97.107	6.01e-114	242	96
MDDBOTU000004	SH3566617.08FU_MT321787_reps	95.618	2.80e-112	251	100
MDDBOTU000004	SH1156127.08FU_JN943613_reps	96.680	1.01e-111	241	96
MDDBOTU000004	SH1156101.08FU_UDB0557885_reps	95.219	1.30e-110	251	99
MDDBOTU000004	SH1156151.08FU_UDB090425_reps	95.528	1.68e-109	246	98
MDDBOTU000004	SH1156097.08FU_UDB059176_reps	94.821	6.05e-109	251	100
MDDBOTU000004	SH1156152.08FU_KY522929_reps	94.821	6.05e-109	251	100
MDDBOTU000004	SH1156095.08FU_HQ211842_reps	95.455	2.82e-107	242	96
MDDBOTU000004	SH1156145.08FU_MG707571_reps	95.455	2.82e-107	242	96
MDDBOTU000004	SH1156128.08FU_UDB0736585_reps	95.455	2.82e-107	242	96
# BLASTN 2.12.0+
# Query: MDDBOTU000005
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000005	SH1215741.08FU_AB625592_refs	99.203	2.74e-127	251	100
MDDBOTU000005	SH1215772.08FU_MH428676_reps	98.413	1.65e-124	252	100
MDDBOTU000005	SH1215875.08FU_KX690135_reps	97.619	3.57e-121	252	100
MDDBOTU000005	SH1215779.08FU_UDB0122298_reps	97.222	1.66e-119	252	100
MDDBOTU000005	SH1215740.08FU_KF981440_refs	97.211	5.97e-119	251	100
MDDBOTU000005	SH1215804.08FU_FJ867939_reps	96.863	2.15e-118	255	100
MDDBOTU000005	SH1215738.08FU_HM365253_refs	97.561	2.78e-117	246	98
MDDBOTU000005	SH1215796.08FU_JX280829_refs	97.166	3.59e-116	247	98
MDDBOTU000005	SH1215755.08FU_KP204017_refs	97.154	1.29e-115	246	98
MDDBOTU000005	SH1215813.08FU_MG250467_reps	96.078	4.65e-115	255	100
# BLASTN 2.12.0+
# Query: MDDBOTU000006
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000006	SH1230718.08FU_KP109910_refs	98.000	9.92e-122	250	100
MDDBOTU000006	SH1230712.08FU_LC095213_refs	97.211	5.97e-119	251	100
MDDBOTU000006	SH1230714.08FU_AY561221_refs	97.200	5.97e-119	250	100
MDDBOTU000006	SH1230713.08FU_AF461606_reps	97.200	2.15e-118	250	100
MDDBOTU000006	SH1230721.08FU_UDB004843_reps	96.000	2.16e-113	250	100
MDDBOTU000006	SH1189902.08FU_KT264537_reps	86.420	4.95e-70	243	96
MDDBOTU000006	SH1185067.08FU_KM879337_refs	86.531	1.78e-69	245	96
MDDBOTU000006	SH1238509.08FU_HQ832843_reps	88.000	6.41e-69	225	87
MDDBOTU000006	SH1149672.08FU_FJ612606_reps	88.128	8.29e-68	219	85
MDDBOTU000006	SH1238511.08FU_EU020030_reps	87.556	2.98e-67	225	87
# BLASTN 2.12.0+
# Query: MDDBOTU000007
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000007	SH1230718.08FU_KP109910_refs	98.000	9.92e-122	250	100
MDDBOTU000007	SH1230712.08FU_LC095213_refs	96.414	1.29e-115	251	100
MDDBOTU000007	SH1230714.08FU_AY561221_refs	96.400	1.29e-115	250	100
MDDBOTU000007	SH1230713.08FU_AF461606_reps	96.400	4.65e-115	250	100
MDDBOTU000007	SH1230721.08FU_UDB004843_reps	96.000	2.16e-113	250	100
MDDBOTU000007	SH1238509.08FU_HQ832843_reps	87.946	2.30e-68	224	86
MDDBOTU000007	SH1149672.08FU_FJ612606_reps	88.128	8.29e-68	219	85
MDDBOTU000007	SH1185067.08FU_KM879337_refs	88.626	1.07e-66	211	84
MDDBOTU000007	SH1238511.08FU_EU020030_reps	87.500	1.07e-66	224	86
MDDBOTU000007	SH1238508.08FU_KU377561_refs	87.500	1.07e-66	224	86
# BLASTN 2.12.0+
# Query: MDDBOTU000008
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000008	SH1226587.08FU_MG835429_reps	99.600	5.89e-129	250	100
MDDBOTU000008	SH1226600.08FU_MN263013_reps	98.400	5.93e-124	250	100
MDDBOTU000008	SH1226634.08FU_MH211663_reps	97.600	1.28e-120	250	100
MDDBOTU000008	SH1226686.08FU_UDB0760594_reps	97.600	4.61e-120	250	100
MDDBOTU000008	SH1226625.08FU_JF908688_reps	95.635	7.78e-113	252	100
MDDBOTU000008	SH1226612.08FU_KM373269_reps	95.635	7.78e-113	252	100
MDDBOTU000008	SH1226621.08FU_AB922962_reps	95.219	1.30e-110	251	100
MDDBOTU000008	SH1226598.08FU_KF412384_reps	94.821	6.05e-109	251	100
MDDBOTU000008	SH1226640.08FU_AB922945_reps	94.821	6.05e-109	251	100
MDDBOTU000008	SH1226610.08FU_KT933963_reps	94.071	2.82e-107	253	100
# BLASTN 2.12.0+
# Query: MDDBOTU000009
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000009	SH1186231.08FU_AF444321_refs	99.600	5.89e-129	250	100
MDDBOTU000009	SH1186235.08FU_DQ420869_refs	93.625	2.19e-103	251	100
MDDBOTU000009	SH1186236.08FU_AB519800_refs	92.800	4.75e-100	250	100
MDDBOTU000009	SH2593027.08FU_MH793359_reps	92.063	1.03e-96	252	100
MDDBOTU000009	SH1186237.08FU_JN032527_refs	89.344	6.27e-84	244	97
MDDBOTU000009	SH1151381.08FU_AF444315_refs	86.111	1.38e-70	252	100
MDDBOTU000009	SH1186232.08FU_AF444338_refs	85.328	6.41e-69	259	100
MDDBOTU000009	SH1216545.08FU_HM461578_reps	86.250	8.29e-68	240	94
MDDBOTU000009	SH1157695.08FU_KY104494_refs	87.446	8.29e-68	231	90
MDDBOTU000009	SH1186234.08FU_JF449779_reps	90.576	1.39e-65	191	75
# BLASTN 2.12.0+
# Query: MDDBOTU000010
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000010	SH1230718.08FU_KP109910_refs	96.787	9.99e-117	249	99
MDDBOTU000010	SH1230714.08FU_AY561221_refs	96.400	4.65e-115	250	99
MDDBOTU000010	SH1230712.08FU_LC095213_refs	94.841	1.68e-109	252	100
MDDBOTU000010	SH1230713.08FU_AF461606_reps	94.779	7.83e-108	249	99
MDDBOTU000010	SH1230721.08FU_UDB004843_reps	94.378	1.01e-106	249	99
MDDBOTU000010	SH1171329.08FU_MG461212_reps	88.571	3.86e-66	210	82
MDDBOTU000010	SH1182208.08FU_KF513519_reps	85.098	3.86e-66	255	98
MDDBOTU000010	SH1149672.08FU_FJ612606_reps	87.671	1.39e-65	219	85
MDDBOTU000010	SH1143979.08FU_FJ919663_refs	88.517	1.39e-65	209	82
MDDBOTU000010	SH1215161.08FU_LN810822_reps	89.447	4.99e-65	199	79
# BLASTN 2.12.0+
# Query: MDDBOTU000011
# Database: backbone_blastdb/backbone
# Fields: query id, subject id, % identity, evalue, alignment length, % query coverage per hsp
# 10 hits found
MDDBOTU000011	SH1192860.08FU_LM652389_refs	98.805	1.27e-125	251	100
MDDBOTU000011	SH1192873.08FU_LM652456_refs	97.628	3.57e-121	253	100
MDDBOTU000011	SH1192865.08FU_LM652457_refs	97.211	5.97e-119	251	100
